chroma_stft,chroma_cens,melspectogram,rms,centroid,bandwidth,contrast,flatness,rolloff,crossing_rate,tempogram,fourier_tempogram,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,Label
0.35030448,0.2684767,2.1801589,0.1094069,2128.78175873121,1878.5061280398168,23.60910631589058,1.2189585e-05,4030.6920046062137,0.06755921468569365,0.244800949687943,(0.4258688688278198-0.0031559288036078215j),-193.68463,190.38548,-85.206825,36.03616,-19.362307,-21.359997,-1.0071815,-20.047935,3.1755195,-10.358912,0.22677313,-1.9385513,-4.7638855,6.265821,-5.4246182,-0.83366156,-7.7815423,-5.670235,-1.2464371,-6.0652757,-0.21727175,-5.9498286,2.8795624,4.246119,-1.5363383,135776-2-0-49.wav
0.55757254,0.2869136,2.0557404,0.13327435,2698.1221481893026,1501.9233664749354,21.97818697762304,1.1066959e-05,4269.424279714595,0.1091280369400289,0.067597478839755,(0.5504025816917419-0.007163671310991049j),-200.29411,196.41248,-162.69418,10.865391,14.974842,-27.937422,12.161212,-19.839739,-7.5416436,1.7755917,-14.098672,-3.4988902,-9.752396,-3.394455,3.625362,-3.8502986,3.4902246,1.743056,0.91511023,2.8413439,-4.322665,1.6855053,0.39675924,-2.6972148,4.259012,46654-6-0-0.wav
0.6266522,0.2719009,2.8079345,0.16366427,2191.935651050648,2325.010680350725,20.88659635587945,2.0793324e-05,4526.889196847905,0.05049618406791907,0.24623280178180734,(0.3967417776584625+0.0010008253157138824j),-180.11803,161.9439,-81.28087,64.1075,14.059494,30.209978,16.876919,-4.6189675,21.5568,-10.518676,7.2312527,6.5737348,14.492783,7.526658,-8.565002,22.274612,-1.7890756,1.665153,12.567177,0.23571028,13.841885,1.7487031,1.5089383,3.637871,5.5354147,57320-0-0-24.wav
0.52262604,0.2821123,9.592302,0.213379,907.4111712306122,1419.7623707004598,21.135179676141007,5.981686e-06,1371.963765579841,0.019507259302745664,0.27215520691918305,(0.38350194692611694+0.0006638568011112511j),-187.58795,224.35913,-3.3725607,24.308922,-10.893013,6.235099,-2.2206092,-16.61131,13.322209,-9.607965,-4.907074,-1.1233044,-7.182088,-1.4657475,-14.801281,-12.582014,-15.207596,-10.465918,-3.9162085,-12.101257,-4.0190153,-1.5380943,1.9504493,1.1114806,-6.036664,134717-0-0-26.wav
0.708883,0.2363758,4.7854104,0.19845201,3708.4837247431105,2723.6964994887494,21.652605949700877,9.588311e-05,6987.088771224711,0.13470212021315028,0.2717371489613165,(0.3758229911327362-0.0003309253079351038j),-79.37532,160.29869,-102.820595,88.18462,-28.462389,16.465158,25.90069,-22.150578,30.618042,-9.653274,6.548159,5.6884055,1.8692267,21.382103,-5.0087066,10.792715,2.3485856,-0.8710239,6.515666,-4.1955113,6.029513,-0.3369976,2.57858,-0.027294952,0.5448956,174276-7-5-0.wav
0.5145297,0.2723518,2.9296832,0.1250636,1817.4653349192042,2260.2668311728917,21.099350594283703,5.935609e-06,3536.6107918623557,0.04148697164017341,0.1183084780890419,(0.5401386022567749-0.0019307970069348812j),-170.4504,219.30423,-66.20254,45.78166,-27.293104,24.151367,7.0630045,-8.528954,25.857908,-17.87736,21.25777,1.5684834,-8.514443,6.931707,-10.662748,9.090791,-8.618054,6.6184506,8.600134,-8.444432,9.016679,-4.2605786,4.605048,0.7378185,-1.3848101,180937-7-2-6.wav
0.5790303,0.28067392,4.8708963,0.20166476,2821.068487470044,2825.8451493725747,20.73305784715104,1.2518011e-05,6467.491335124639,0.11747256593208093,0.2700879795456588,(0.37944191694259644-0.0015142721822485328j),-110.669716,185.68492,-64.8522,71.00989,-31.595825,16.078415,20.091766,-18.508564,32.105656,-12.005836,6.81818,13.952292,-7.506629,9.012646,0.48101974,5.0206375,1.747947,3.8095253,-1.7436255,0.6315839,8.633542,-7.6380734,10.936018,1.4205561,-5.046359,17913-4-0-1.wav
0.6199323,0.27197307,2.671623,0.13057174,2779.2842781746954,2767.079593142886,21.3002823454316,2.3454098e-05,6048.527394553829,0.07266217711343931,0.16733448155205397,(0.5115911960601807+0.003020989242941141j),-134.82962,187.33792,-71.85024,85.26275,-29.154362,12.762659,10.898369,-22.16554,19.508604,-9.434038,17.072195,-7.80388,-5.352332,10.873727,-10.0615,15.11805,-1.6816174,8.9420395,3.991513,-11.329502,9.416952,-11.907976,0.71085554,6.1394634,0.18702216,103074-7-4-6.wav
0.59907085,0.28353605,10.503353,0.23724045,1100.8576875767287,804.1970806185074,22.27777031212975,1.2370412e-05,1641.5022127890174,0.043200189667630055,0.260550972007537,(0.3966674208641052+0.0010883969953283668j),-198.61714,281.24936,-68.41835,-51.58894,-31.350534,-27.283415,-14.228645,-28.725508,-13.225242,-20.523085,-24.293037,-8.091993,-18.944952,-18.382952,-12.601434,-11.954879,-9.675202,-19.266296,-14.6168375,-10.994075,-20.713623,-11.952064,-6.711768,-13.151255,-9.778306,176787-5-0-9.wav
0.18031605,0.2808607,1.9659648,0.22261001,6701.144009346476,2726.679722451352,22.508794167538607,3.0891275e-05,9610.21876693461,0.2753990923049133,0.28070534098702554,(0.3815080225467682+0.00022658587840851396j),-157.83476,78.50838,-113.57208,118.20118,-51.156883,44.253716,10.991716,-12.476681,36.791706,-34.563168,36.328957,-5.466197,-5.130765,18.363804,-17.086653,17.055565,-11.119038,10.180793,0.5120157,-9.250086,16.316437,-15.417054,9.665457,-1.215711,-2.8593516,55020-4-0-11.wav
0.29009745,0.2562878,1.4169236,0.08336592,1625.97677036705,1621.66897426148,23.561587989491983,6.699928e-06,2800.374395998916,0.056627924042630055,0.19442001285290086,(0.45458683371543884+0.0008609624346718192j),-304.09274,137.18529,-28.212914,-11.023846,13.376494,23.741175,27.39645,21.331942,8.712235,-9.213355,7.2069,24.310583,12.525105,-7.2874494,-7.872601,15.893652,15.382578,-2.1427515,1.6137321,4.645307,-4.1256957,3.4496436,18.639997,3.9524236,-9.518866,138015-3-0-7.wav
0.6077019,0.26755312,2.9219353,0.13139507,1904.0786371438205,2254.6057941409945,21.15575963312132,3.4975958e-06,3676.3899081015174,0.04458459402095376,0.11016901148418111,(0.5654103755950928+0.003537870477885008j),-167.25276,216.06851,-73.77564,49.499954,-23.660408,27.412926,9.875932,-8.301354,21.039776,-23.811354,24.46325,6.0263586,-4.8106923,11.827092,-11.403363,11.085612,-4.2459745,3.2278216,3.4456785,-12.48502,8.02995,-1.2797545,4.2649765,-1.4207172,-3.0909696,180937-7-0-4.wav
0.5955031,0.2767387,2.2026296,0.11219996,2023.927241222475,2310.8356259142206,21.31374642987726,9.575719e-06,3930.867560061416,0.048022319815751446,0.1327726484810596,(0.5756480097770691-0.0008757288451306522j),-174.18092,213.48117,-77.601616,50.574917,-26.267248,24.21822,9.370627,-7.6000595,23.901754,-22.620548,20.131748,2.0013134,-7.170225,7.4755297,-14.662526,8.187702,-3.7016578,8.580248,5.1410365,-10.273132,9.487141,-4.523994,5.449616,0.444254,-3.059711,180937-7-1-13.wav
0.1370888,0.14299014,16.924839,0.3081563,2012.3551418072295,1549.8680707136427,29.519383314154606,3.3659935e-06,3122.1899837427745,0.06110430590679191,0.22638874057014305,(0.42155957221984863+0.0020584198646247387j),-300.72656,98.81826,-36.869846,-8.752324,-18.772226,4.396389,26.927382,19.867542,13.000694,-12.1797285,-6.775058,7.303751,11.349707,12.080472,-4.2224493,-8.372137,0.8414836,5.0166135,0.7327763,1.8938826,3.1987424,-7.4491878,-3.1419797,7.910039,3.862784,157867-8-0-10.wav
0.5857676,0.28058675,4.579509,0.1680087,2895.1485998828825,2553.4004424792106,20.73281411873097,1.7439319e-05,5851.243423726517,0.09989867458453758,0.1872827436195021,(0.4852277338504791-0.00463501550257206j),-101.12577,201.18224,-101.62971,85.99924,-37.44336,4.18358,10.042524,-21.30526,21.854895,-16.854834,14.795211,-5.866252,-8.508763,10.598932,-10.001699,14.67687,-1.460396,5.40666,2.3213484,-10.990958,5.24749,-10.243194,2.1577854,-0.7595748,-0.7557132,103074-7-2-0.wav
0.6467526,0.21068466,21.244976,0.34514698,401.74543464073935,1134.2301298090233,20.685969572317674,1.2034954e-05,289.7024871296965,0.006828881412572254,0.25265942547370585,(0.4133622944355011+0.001291475142352283j),-277.22818,182.08688,34.782047,67.60025,24.68863,26.171852,30.02496,8.895241,19.5263,9.402549,7.965703,6.0410137,2.5037193,4.4748626,-0.8276443,5.2685103,-0.2229731,-3.173579,0.5180673,-4.378587,-2.0243301,-2.103165,-0.97995216,-3.4842205,-8.039346,113205-5-1-4.wav
0.4932218,0.28237128,3.9253957,0.17024764,2040.9842637399652,1322.292112842351,23.27370800103666,3.247594e-05,3258.546191970737,0.08243344698338151,0.28125265360240187,(0.37527212500572205+0.0014387544943019748j),-151.8956,248.24811,-138.87825,6.2928424,16.86427,-28.186523,18.906033,-16.019218,-6.80986,9.662677,-16.455208,2.3914752,1.2613947,0.113337345,10.969185,-8.894942,-2.860087,0.4213208,-9.402653,3.5241954,-3.0963929,-6.2598596,2.067378,-4.762239,4.2122197,57584-4-0-8.wav
0.30251092,0.2747396,6.072781,0.18878846,1344.3826399474449,1602.8212530037235,21.265580144954342,6.6965713e-06,2180.57910720737,0.0463062793533237,0.278527981472025,(0.39017102122306824-0.0018100196029990911j),-174.8866,213.64146,-41.33828,25.884373,-14.769249,6.501125,28.747753,9.811959,22.741278,-6.3951373,-2.3029015,6.1801763,5.757327,10.91609,-8.439316,-4.5723724,-3.9516447,-2.3383121,6.148052,-2.5626955,-1.4966409,-0.9741987,3.9182746,4.585316,-6.146061,118279-8-0-8.wav
0.40462336,0.24039659,7.0574813,0.1733569,1401.8773507766502,2115.6234372472386,23.292134874372802,6.6493544e-06,2838.7109657243495,0.020873317828757225,0.23238164733780262,(0.4036552608013153+0.0010916403261944652j),-195.78154,176.50601,-19.332926,36.36304,-16.779318,6.348262,1.0007856,-21.004356,-5.3244133,-26.603035,-10.770915,-19.133907,-18.0122,-8.986935,-22.8713,-8.349066,-16.3064,-12.753319,-8.91896,-16.281885,-3.8174632,-10.211683,-7.55599,-8.983334,-12.397158,137156-9-0-73.wav
0.37081492,0.2696524,2.2784169,0.11783097,2955.9871559428243,2115.0381292315865,26.400103301823,1.530561e-05,4922.141720104769,0.11524425352239884,0.1522220961349181,(0.48000138998031616-0.0030277979094535112j),-202.57275,157.73376,-108.32612,44.24888,-34.95584,-26.710762,-27.496178,-18.546625,21.262465,-27.580479,-2.3697033,-0.09834098,-2.5834727,-5.3944087,-14.40617,14.39217,-23.390268,-22.541046,5.238092,-9.128871,-12.023559,-12.082342,2.4789865,5.5703096,11.86175,165645-4-1-0.wav
0.57685876,0.26883116,2.1264474,0.16589934,1442.1209617527484,2087.275493800358,20.761058392737407,5.3321182e-06,3196.871613078035,0.01865347272398844,0.28158659191441565,(0.3918973207473755+0.0011126140598207712j),-188.92365,168.4035,-31.553762,32.25898,-3.3137221,5.8067646,10.034578,-3.926005,13.684715,-2.4455419,9.912929,11.132875,5.276334,11.886401,3.274091,6.5106497,2.068588,4.5250697,5.578411,1.061948,8.177878,2.905654,3.800338,3.1873236,1.2138807,182800-2-2-0.wav
0.5718541,0.2673675,4.961654,0.18482453,2871.7102924016312,2579.15798613244,20.714234635876615,1.8856494e-05,5783.096436958092,0.09116888321893063,0.2349642481478185,(0.46859124302864075-0.003498012199997902j),-86.52074,195.8223,-98.78002,82.53248,-33.214348,7.406933,13.414521,-13.179858,26.661768,-12.413692,17.54533,-5.98086,-5.4666367,13.277406,-11.872649,13.093836,-0.7359276,7.7271905,6.132196,-8.686032,5.432706,-12.111541,0.58382934,1.9308778,2.6626549,103074-7-0-2.wav
0.21026517,0.27665275,8.368322,0.18081553,1344.8662611489867,1917.7409056568035,22.7731310955505,9.992269e-06,1667.0806708363439,0.04803078712066474,0.2800936658705443,(0.3807216286659241+0.0007892139256000519j),-234.37364,172.71313,17.654404,28.646715,-23.193811,5.783356,9.309741,2.581765,17.159184,-3.7944963,11.2059965,5.804457,1.7568631,4.4147778,-6.3459206,4.0977044,-3.712893,-1.059412,-1.4610844,-9.922719,-1.440433,-4.7606316,0.4740335,-3.2112565,-6.993923,159738-8-0-1.wav
0.6034152,0.2519596,4.041,0.14717153,1716.7609438379204,2160.405834522513,20.808187123776428,9.110182e-06,3408.0961547145953,0.03847966717846821,0.12893640941246787,(0.5317710638046265+0.006140022072941065j),-158.8483,216.6899,-60.209663,42.872456,-27.98617,17.292093,9.5662775,-2.7641783,26.41125,-14.865373,22.761923,2.472272,-10.82739,7.909622,-10.629376,8.214006,0.1500025,8.928809,6.2844205,-10.079865,6.2613926,-3.7650943,2.5303652,1.7648914,-0.6337354,180937-7-4-0.wav
0.39575553,0.24886774,6.6819344,0.19307135,958.8946228182397,1397.687701474263,20.91090083593214,5.578187e-06,1761.739636018786,0.02430257631864162,0.2855441732476907,(0.3694896399974823-0.000894115015398711j),-205.86165,211.44142,-13.079298,22.573376,14.870418,7.927489,2.8128657,2.8864815,7.5663533,-1.0939336,14.826673,2.022041,0.21270214,8.943894,-0.52464217,7.0397153,2.9362025,3.462596,2.7195544,-0.10712327,6.5930004,-2.3917599,3.2725449,6.7109756,1.0182106,164053-8-1-0.wav
0.2391834,0.28284013,5.9093304,0.17071502,1400.3109005096424,2021.907807130319,22.208599079203964,9.549472e-06,1838.4750101607658,0.05067681990606936,0.28520261780887585,(0.38285496830940247-0.0014281913172453642j),-210.74503,176.3775,12.665795,32.33473,-23.38478,10.845277,13.326886,1.1924212,12.728928,-11.193366,10.652861,9.070297,6.0896883,7.752406,-5.88058,5.646192,-3.8652189,-1.5840697,-1.7714759,-10.205908,-0.48613694,-4.876836,1.2064856,-2.1772757,-6.476364,159738-8-0-0.wav
0.6508433,0.26728153,7.9114823,0.20920137,1222.838924272589,1995.607416711468,19.518276085395858,3.6163128e-06,2205.5352183435693,0.020417494580924855,0.2611811478430696,(0.388396292924881-0.003350599203258753j),-163.0079,212.18024,-27.531578,51.501728,-12.622602,29.064558,19.90857,-12.530549,15.351556,-5.8691216,12.441686,-2.6312048,-4.479505,5.3383036,-9.5729475,6.015235,-4.641762,2.8006408,3.7994957,-4.6167974,6.6914487,-4.1386924,1.7606757,-2.795932,-1.9417162,132016-9-0-11.wav
0.5979036,0.2695645,2.141127,0.17371818,1460.0085686201087,2085.7756259738067,20.28439324855325,1.7885317e-05,3190.8970827312137,0.0192066699783237,0.2772796981934299,(0.3847748339176178+0.0002620348532218486j),-181.75339,167.30974,-32.372356,29.933151,-2.7179346,5.089055,8.724129,-4.1304994,12.761886,-3.1776412,9.759537,11.288355,4.926496,11.718453,3.2999704,6.6588087,3.3048751,5.3700705,6.4143524,1.7084402,7.743082,3.2787242,4.895846,3.9507613,1.2541382,182800-2-2-1.wav
0.6611219,0.27427542,4.019772,0.17565636,3785.6109568845154,2977.9301264525398,22.333019574781176,4.664777e-05,7584.852979362356,0.1492729407514451,0.24478025013414798,(0.4124579131603241+0.0002380741061642766j),-84.13935,176.8704,-116.86865,86.79984,-44.035793,36.075184,13.487596,-16.271915,37.0638,-26.5537,21.885643,1.0809548,-2.6154706,10.477545,-15.093371,13.603772,-12.105178,5.2598243,0.045655973,-11.885034,11.312459,-11.193124,6.4983363,-1.3343129,-2.4414363,180937-7-3-17.wav
0.5588374,0.27372113,0.3028354,0.023416024,1503.0295489833243,1919.7245262632812,18.54246022058415,1.4266608e-05,2970.710745574422,0.030764541184971097,0.20280255161390107,(0.4395453929901123-0.0025824843905866146j),-389.13123,143.20303,-10.266039,-2.9879835,2.1132774,3.800012,7.827806,5.358474,8.583896,3.1857438,7.1816645,9.214326,8.456533,13.51682,9.455575,5.6880584,1.5326859,-3.6682546,-2.4232666,0.5684765,1.4988483,1.1854693,2.7536714,0.4980067,-2.3069613,125791-3-0-9.wav
0.2895735,0.24247056,5.2140856,0.17232317,2209.3844077536646,2021.3200572357794,24.301211168516392,1.6688426e-05,4290.459605310693,0.06494563990245665,0.24513706873294377,(0.35603415966033936-0.0020159748382866383j),-141.55585,192.51248,-90.99545,45.292973,-23.94593,-8.090514,6.3614607,-16.104404,11.466721,-17.796396,-4.805918,-8.814525,-6.4781966,10.485774,-6.307226,9.23498,7.009079,5.018088,4.8062367,-2.4435287,3.6955073,-7.8569117,-5.4548097,-6.209283,-3.3991714,108041-9-0-9.wav
0.8976258,0.24273583,0.16472267,0.03790334,912.7457597888963,1699.5413503965838,19.903315162781986,4.8827245e-05,1817.128511109104,0.0053019440932080926,0.013372630438374757,(0.20849503576755524-0.004899521358311176j),-498.1181,33.592842,2.89585,5.6513653,-3.8309186,0.14076719,2.949198,2.220467,6.745861,5.946151,7.326467,6.2133293,5.9864664,7.052965,6.5881233,7.8259296,5.760249,6.1581197,6.723059,5.8437557,6.4571943,4.7876887,5.505395,5.9826264,5.103373,197318-6-1-0.wav
0.33378157,0.277218,6.449063,0.19474281,1259.1011548304882,1528.258498716904,20.88396622255537,2.2778513e-05,2053.060225117413,0.04174663565751445,0.2805576160998172,(0.38092944025993347+0.000510783342178911j),-176.53233,219.09207,-41.7974,24.102617,-13.500814,4.896043,27.225998,9.624686,25.241312,-0.21224993,-0.24880329,4.8034034,2.8854573,7.514603,-7.3248086,-0.36882168,-0.1849875,-1.6634955,5.2981,-2.45622,-2.1823266,0.26745713,5.572308,3.0014427,-6.6490965,118279-8-0-9.wav
0.48175624,0.28162557,0.86991644,0.06153659,2742.155065581456,2761.1441131011447,20.554595142542,1.2074698e-05,6080.204852330202,0.07857658959537572,0.253660860827826,(0.38951194286346436+0.0002990550419781357j),-205.3735,166.92398,-56.19264,64.54109,-28.619665,7.560709,10.744944,-12.100826,15.186011,-19.879726,6.413818,-3.6420326,-2.766901,7.9201665,-11.573144,7.273186,-7.5117216,-0.92254674,-0.60799766,-11.319268,4.159225,-7.5592713,2.7288034,0.33577415,-3.1023095,191431-9-0-8.wav
0.17213356,0.22828075,11.796247,0.23561974,2158.8316518755387,2232.6198075996144,26.070720339283206,8.3748755e-06,4535.602053603685,0.05546790326950867,0.2440747804853552,(0.4532340466976166+0.0028992241714149714j),-180.40651,152.82454,-44.523502,30.111492,-28.450426,-1.9101795,2.522182,-20.191675,6.7664585,-9.288028,10.636224,7.5302157,-0.78379124,7.5803413,-4.924953,6.0967603,-6.351908,-8.737098,-0.07132999,-9.394744,-1.07586,-1.741701,1.4509883,2.0435646,0.8478761,139951-9-0-33.wav
0.6524824,0.21663643,21.642685,0.34849852,396.82654637520704,1133.5272524498762,20.915033223573694,1.3628027e-05,282.79443641618496,0.006937545158959537,0.2553640814215334,(0.4148254096508026+0.002219460206106305j),-278.02722,178.27448,39.325253,67.63603,25.248072,26.79024,30.282515,9.179298,19.034645,8.759715,7.0182204,6.1046124,2.3578563,4.03354,-0.4882603,5.4545646,-0.1382769,-3.4770281,0.8143601,-4.1800776,-2.3159957,-1.2100781,-0.73749846,-3.5127127,-7.6316185,113205-5-1-5.wav
0.60494435,0.27654693,1.4738852,0.09183367,2032.521481550732,2290.4466145380757,21.18203001787426,1.3364868e-05,3914.4998362987717,0.049388378341763,0.12774867056124475,(0.5848815441131592-0.00033915246604010463j),-194.94263,209.85133,-76.66402,47.10675,-25.464708,24.179619,11.071819,-6.978785,22.64782,-21.898344,19.320385,2.9377608,-6.944724,7.1394267,-12.782361,7.792894,-4.654092,7.5818014,4.3724966,-9.999115,9.854726,-3.1816134,5.279467,-0.6196982,-3.3245094,180937-7-1-12.wav
0.5950246,0.271619,2.8644447,0.1321958,1971.3207228156466,2285.808259748527,21.594937825114314,5.9635895e-06,3778.205862761922,0.04722921558887283,0.12246949687621037,(0.560279369354248+0.00023685561609454453j),-158.44998,213.57153,-76.20767,47.649693,-22.921122,28.738083,9.659263,-8.87709,21.482962,-22.454977,25.912045,6.2479157,-5.967982,10.914847,-11.333817,12.574096,-3.2483118,2.3954806,2.6684294,-13.514225,7.149658,-1.0153474,4.8693995,-1.3120848,-4.224524,180937-7-0-5.wav
0.14465779,0.14721304,15.492198,0.28778452,2050.5715098170695,1629.2318910319375,29.71653939340192,1.2266635e-05,3260.786640850795,0.06181838195447977,0.2232968118086842,(0.453298419713974+0.004234489053487778j),-288.7178,100.02313,-42.30504,-4.8015194,-20.735897,-3.4072275,15.3473,12.389808,20.283949,1.8297641,4.2228565,7.671337,1.7085465,2.5933201,-6.265581,-3.9508784,2.8183062,4.112563,-0.58370644,-1.7288359,4.2746196,1.5144805,1.7486527,-0.8594325,-6.3066964,157867-8-0-11.wav
0.31502432,0.25175208,10.922834,0.23439817,1058.3367625484384,867.2925978392996,23.493926784555335,5.6650356e-06,2048.703796739523,0.03629228007586705,0.269105514429087,(0.29117318987846375-0.0002256316802231595j),-206.48004,279.05692,-22.355885,-55.03291,32.16287,1.9026412,-47.870003,-9.429355,12.5984335,-19.652605,-17.401846,8.261781,-4.0677223,-13.246638,9.707366,9.591573,-13.97308,-9.128525,2.169655,-14.090658,-17.96896,4.8537045,6.7345667,-10.709615,-6.6380467,99180-9-0-7.wav
0.586417,0.28307006,9.597329,0.22585608,1089.311922373138,802.0905246750297,22.077190220838176,1.1021304e-05,1623.080744219653,0.042623001716040464,0.256622487068808,(0.38925182819366455+0.0016239301767200232j),-203.74251,281.33902,-67.340126,-50.066372,-30.646143,-28.770655,-14.204675,-27.363983,-13.093496,-20.502905,-23.656553,-7.5001216,-18.979164,-18.245401,-11.887914,-11.86143,-9.233834,-18.32835,-14.614119,-10.594515,-19.571785,-11.698122,-7.062955,-13.104608,-9.398322,176787-5-0-8.wav
