chroma_stft,chroma_cqt,chroma_cens,melspectogram,rms,centroid,bandwidth,contrast,flatness,rolloff,crossing_rate,tempogram,fourier_tempogram,mcffs_1,mcffs_2,mcffs_3,mcffs_4,mcffs_5,mcffs_6,mcffs_7,mcffs_8,mcffs_9,mcffs_10,mcffs_11,mcffs_12,mcffs_13,mcffs_14,mcffs_15,mcffs_16,mcffs_17,mcffs_18,mcffs_19,mcffs_20,mcffs_21,mcffs_22,mcffs_23,mcffs_24,mcffs_25,mcffs_26,mcffs_27,mcffs_28,mcffs_29,mcffs_30,mcffs_31,mcffs_32,mcffs_33,mcffs_34,mcffs_35,mcffs_36,mcffs_37,mcffs_38,mcffs_39,mcffs_40,Label
0.45074156,0.65556794,0.28192782,3.1161687,0.11756011,2262.9296382492494,2186.0472183914167,21.89023833333753,5.4120196e-06,4084.630180027174,0.06926234148550725,0.18477626096803557,(0.536931574344635-0.0003434568934608251j),-160.49341,187.4568,-79.2852,24.583557,-26.17709,2.970045,-7.446102,-9.920261,13.047107,-20.687601,17.380533,-1.710613,-0.6051023,17.729013,-9.085947,7.801404,-2.941046,-0.78443974,0.8591398,-6.398592,3.7010586,-7.1753583,6.894183,0.16399457,-3.3833344,8.335267,-5.0400686,2.6741195,-3.4067779,-3.111856,3.711328,-3.0637376,2.6725059,-2.391669,2.3479433,0.8766761,-2.689992,2.2578542,-4.67416,2.1646807,102102-3-0-0.wav
0.24476387,0.48329252,0.26092243,7.8941946,0.18598208,2514.5202968301865,2375.8541982380916,23.000901027809963,8.846875e-06,5060.67722486413,0.06353175951086956,0.27344308759337693,(0.37897610664367676-0.0004702832084149122j),-126.08425,167.63397,-76.88171,37.018494,-31.384193,2.931376,16.146357,-7.638809,6.150376,-8.602503,25.295027,0.13537261,-2.6471593,6.494145,-19.5544,6.7785063,-2.5468662,4.3825364,14.654982,-4.256582,7.936057,3.0303173,1.3475037,-6.759649,-9.945931,4.0576167,-0.5172493,4.926425,2.7938845,4.9180818,5.8983793,-5.204763,0.111176334,-2.1175919,-1.1386771,0.44185632,3.388121,7.459,-1.6768533,0.49233478,107653-9-0-12.wav
0.4128325,0.61680835,0.27467272,2.1355019,0.11501926,2947.727335225804,2540.5446307103985,21.538294636996337,2.8793933e-05,5741.313688858696,0.09702077672101449,0.2573379668426419,(0.39736056327819824+0.004275745712220669j),-136.83264,178.8774,-98.42849,55.60189,-36.984177,13.508289,22.724,-11.689817,8.763935,-16.505999,24.684996,-3.616877,-0.45636472,16.334957,-16.434143,11.480931,-5.528342,1.9870749,12.716842,-8.078738,7.1177154,-0.70120156,4.7890315,-0.18676616,-6.2359667,3.4050314,-4.505483,3.2662816,-3.297899,0.47086132,4.697146,-3.1410131,5.2374916,-0.71102124,4.176372,2.013658,-2.0297377,4.244803,-1.702648,4.6190395,107653-9-0-14.wav
0.2647224,0.48166043,0.2649324,3.3535736,0.13502721,2877.4160666360945,2586.9299110104703,22.933707115658247,1.0556478e-05,5785.25390625,0.07596948596014493,0.27069628119973,(0.37106212973594666+0.0005713548162020743j),-142.44403,176.05875,-92.4793,51.130966,-43.747463,10.129564,21.211514,-9.54403,16.123884,-9.371302,25.62774,-5.4814177,-3.0565596,10.053612,-22.22949,13.075636,-1.2857157,5.2115564,16.750685,-5.665377,10.31515,-0.33180144,-4.8901787,-9.986679,-6.68148,8.565436,-0.77820003,5.655056,1.1469973,2.9802914,1.4431511,-9.722857,0.2548093,-4.264974,1.213776,5.8303914,6.3955445,7.586052,-4.441611,0.55999184,107653-9-0-18.wav
0.55692863,0.5496602,0.26930445,3.2916625,0.14432767,2392.909025021319,2161.1794960081443,21.330172368193686,1.3628031e-05,4674.639945652174,0.07990687273550724,0.271561731897126,(0.38210785388946533+0.0005236391443759203j),-120.47548,209.60172,-107.92815,51.35994,-28.679337,7.8250875,16.361298,-12.023932,10.4935875,-10.270619,26.354187,-7.189215,-3.9213767,17.3727,-12.205209,12.969504,-4.461651,1.855401,11.986068,-5.626884,7.27973,-3.4829364,5.30427,2.0128021,-3.445086,6.883228,-4.356728,2.777074,-3.5177884,-0.15293154,6.217262,-2.8973055,5.9289055,0.5431776,2.625692,2.3960226,-1.192244,2.2524693,-4.905748,1.5325649,107653-9-0-3.wav
0.5094472,0.55750835,0.27204382,5.1177506,0.18606672,2602.2639019930157,2223.659614578251,21.531165682954782,2.602203e-05,4872.807829483696,0.09125764266304348,0.283253046134159,(0.37678617238998413-0.0006652610609307885j),-88.160904,198.42645,-109.626945,51.109104,-28.063705,7.9848747,15.696435,-12.893339,8.5419,-9.855348,28.724298,-10.235718,-8.789004,16.189196,-13.358795,13.367956,-3.5029156,0.93357533,11.652068,-7.5651793,6.4954767,-2.2422218,4.2522035,1.3620362,-4.134164,6.0352426,-4.2826247,2.5259604,-2.1750834,0.4298339,5.74968,-1.8557909,6.1877475,1.2853732,4.8956704,3.3865168,-1.216211,2.9979348,-4.35009,1.6166196,107653-9-0-5.wav
0.4109774,0.60856074,0.27371714,7.3044868,0.18327409,2491.4615393486933,2321.715782793106,22.212600853703293,3.734256e-05,4956.256793478261,0.07336107336956521,0.2642724614964178,(0.38116776943206787-0.00030765822157263756j),-108.62308,176.83664,-85.63317,33.295185,-32.761562,6.7479444,18.356112,-6.1137576,11.462008,-7.296745,20.915054,-7.742152,-6.7833586,8.051962,-16.875355,10.539156,0.37191355,5.6948256,14.204277,-5.635809,5.963252,-1.0826286,-0.21852744,-2.7563694,-4.3462486,6.294257,-1.5320628,2.880774,-0.98843974,0.63239807,2.442462,-5.3752947,2.8326921,-0.32373706,3.213489,5.693565,2.8766878,3.6664274,-4.792798,-1.6519998,107653-9-0-7.wav
0.40201476,0.52592766,0.26377624,2.7452958,0.0734986,1696.8823708432753,1826.777301425023,22.17895520808807,7.246819e-06,2484.681980298913,0.046948596014492756,0.2346909174743326,(0.4157509207725525-0.0006171964923851192j),-267.40646,150.7269,-40.967133,-43.787067,-48.071705,-16.672993,-15.00064,-34.36781,-23.59902,-21.366167,-9.815091,-15.297971,-17.40074,-10.531821,-14.762991,-5.5442953,-2.9652817,1.0847846,3.7700472,0.5329837,3.7813923,-2.7970726,-3.809365,-3.9649425,-4.680706,0.5563538,-1.8100696,-1.8261113,-4.232365,-3.3254075,0.19364458,-1.7440709,1.3632861,-0.60716367,1.5925679,5.7547984,2.0293734,2.154758,-0.14341334,0.15069021,109711-3-1-0.wav
0.43479517,0.5793005,0.26306647,2.4283493,0.06211698,1695.1270325137275,1933.882074678125,21.53972248409787,4.9285695e-06,2686.4699388586955,0.04318529211956522,0.25915753103021033,(0.3983598053455353+0.004339131992310286j),-285.4316,141.25879,-23.238344,-41.4927,-44.330486,-19.55907,-17.414793,-32.64541,-23.890293,-19.675581,-11.322824,-13.40085,-14.474416,-10.874778,-13.666774,-5.6095514,-1.9352131,1.1769223,3.3936489,0.3028018,1.2585101,-2.2084692,-2.2106867,-2.971333,-3.5432851,1.0015494,-0.47481242,-0.79003775,-2.4008005,-2.1852045,0.36149502,-1.5395149,0.025318421,0.025738526,2.299635,4.2864604,1.0540001,2.3812554,1.3829838,0.7350116,109711-3-2-4.wav
0.5017627,0.64432806,0.27457267,1.2774988,0.041068226,1884.5838690992127,2117.7321552768076,20.875566767005985,5.538835e-06,3204.2030400815215,0.04961645153985507,0.2640371664804194,(0.3826751112937927+0.0013950469437986612j),-284.71655,135.33107,-24.207264,-36.16929,-39.5162,-15.048752,-17.047976,-29.151161,-18.569294,-20.86301,-12.2673235,-13.695236,-14.472259,-9.422233,-12.508401,-4.4330964,-3.395331,-1.4608643,0.38094163,-3.037653,0.10960711,-3.3045537,-2.8912473,-2.5376647,-2.970888,1.4850522,-1.0198425,-1.0382106,-2.3477526,-2.0472155,0.47935843,-1.8251373,0.5475033,-0.3623914,0.80056286,3.670752,0.5939098,0.9440576,-0.27115223,0.24163122,109711-3-2-6.wav
