chroma_stft,chroma_cqt,chroma_cens,melspectogram,rms,centroid,bandwidth,contrast,flatness,rolloff,crossing_rate,tempogram,fourier_tempogram,mcffs_1,mcffs_2,mcffs_3,mcffs_4,mcffs_5,mcffs_6,mcffs_7,mcffs_8,mcffs_9,mcffs_10,mcffs_11,mcffs_12,mcffs_13,mcffs_14,mcffs_15,mcffs_16,mcffs_17,mcffs_18,mcffs_19,mcffs_20,mcffs_21,mcffs_22,mcffs_23,mcffs_24,mcffs_25,mcffs_26,mcffs_27,mcffs_28,mcffs_29,mcffs_30,mcffs_31,mcffs_32,mcffs_33,mcffs_34,mcffs_35,mcffs_36,mcffs_37,mcffs_38,mcffs_39,mcffs_40,Label
0.49428335,0.55923986,0.2666094,3.4627533,0.068630904,1258.207614800069,1924.4936560925278,20.915848197496377,3.0640644e-05,2423.7648607336955,0.021665534420289855,0.11254646368681291,(0.3177865743637085+0.020962020382285118j),-407.08215,87.073685,27.093756,3.0357587,-12.717261,-0.45290387,2.7908657,-9.811365,-7.848373,-5.5701194,-7.043586,-3.241252,1.0210047,-2.7454138,-0.93907195,4.2276382,0.17454621,2.7061985,5.251393,3.038529,4.0222955,0.13910703,-3.1592271,-2.1916397,-1.0690261,-1.4592142,-2.6093273,-2.9412777,-3.725104,-0.90231454,-0.9709652,-2.995337,-0.02395988,-0.3603282,-0.17127584,0.38095775,-0.9778055,-0.13354962,-1.8231014,-1.1640493,101415-3-0-2.wav
0.4221052,0.56201607,0.2713826,3.1305377,0.07667717,1077.1235495564256,1650.66857268761,22.700130309671437,2.6787995e-05,1814.4688349184783,0.021426347373188406,0.1333701359777519,(0.438923716545105-0.004362402483820915j),-381.4011,118.64173,42.194027,4.9039116,-22.366428,-3.790971,1.3557073,-18.259398,-16.748001,-15.107259,-15.435997,-5.4224524,1.6876569,-2.9201493,1.2279973,5.5737863,-4.576821,-4.5687094,-4.0316653,-3.7062514,4.698046,1.274333,-3.3865201,-1.107564,0.7134308,0.09271835,-1.7552674,-2.5323253,-3.5359156,0.92919797,-0.2552692,-5.3106284,-1.3023927,-1.5599815,-0.85037684,0.41904265,-2.966898,-1.3929944,-2.2913358,-1.1778996,101415-3-0-3.wav
0.57546824,0.60764045,0.27609032,2.266523,0.044331234,1451.517441345162,2119.6325899147255,18.99731254346431,5.7692312e-05,2812.5484035326085,0.02653702445652174,0.07506441784996626,(0.26350143551826477-0.0036302644293755293j),-416.92896,68.55034,15.432688,5.697223,-2.0520906,4.9601474,3.0495605,-5.6907887,-2.5838609,-1.6134529,-1.3101639,0.42421976,4.1274076,2.1585643,-0.7121655,1.7403611,-0.57654864,1.5618827,4.2688694,2.1606834,1.8139496,-1.5415634,-2.35376,-0.3010359,0.5102535,0.712946,-1.4745257,-2.856189,-2.7243023,-0.9154897,-0.80541426,-1.287394,1.2365466,1.0072207,0.42414132,-0.05034885,-1.0495881,-0.41980952,-1.8259845,-1.5454291,101415-3-0-8.wav
0.41570362,0.5545017,0.2724792,3.649455,0.105218306,2269.5377694536087,2237.320211198956,22.127806808156524,1.6498454e-05,4248.15769361413,0.06984120244565217,0.22342860613168902,(0.5530890226364136+0.0002916549565270543j),-199.60938,172.29552,-66.37966,11.653363,-27.730576,3.759215,-5.3613453,-7.7675343,13.321856,-11.913705,19.12135,-2.176949,3.5457726,21.501223,-5.0273013,10.813042,-0.597236,-0.9514315,1.7000333,-5.3441257,4.4623837,-6.2472544,4.23468,-0.8799755,-6.3573966,4.3542624,-5.0638323,3.5051758,1.073211,-0.18563922,4.8817186,-0.5340481,1.9704711,-4.544062,-0.16662921,0.15995376,-2.8604794,0.5505219,-5.212039,2.4853733,102106-3-0-0.wav
0.6013804,0.7318367,0.27927694,1.6013819,0.06703917,1446.3645963229294,2088.3812484684486,19.10573090195711,3.283374e-05,2974.8276154891305,0.030013020833333334,0.1013102478526408,(0.4127958118915558+0.0024421177804470062j),-303.34604,168.2356,2.1143022,40.091778,-6.2998633,-2.2079477,0.9118322,-8.519527,8.840599,-2.818315,6.4557605,1.5191643,-3.4546218,1.8168557,-3.8063498,8.374802,5.7075543,4.6486917,6.303252,2.757442,9.763266,5.3473043,5.75252,4.627473,2.0663457,4.632911,-0.818385,1.862652,0.9589581,-0.17035817,1.4072425,-1.3830242,2.19593,0.31980935,0.96144366,2.4355228,-0.30210316,1.5476878,0.070870854,1.0092491,102305-6-0-0.wav
0.48034352,0.69264084,0.27943456,3.5311763,0.0955142,1940.3067485798092,2713.57175413844,20.361234763024726,1.2290223e-05,5064.796620244565,0.03317481884057971,0.27425069474460795,(0.38139450550079346+0.00046517164446413517j),-222.92183,138.30669,4.198166,58.687386,1.5330638,16.422937,10.693156,-5.258764,11.078648,-10.631724,1.9805067,-5.371689,-7.3488464,0.89640695,-8.867008,4.2698317,-0.21975593,5.1737137,9.3642025,3.1551886,9.4814415,-0.16894914,2.0121815,0.73155063,-2.0045362,2.6637988,-4.361585,-0.65869504,-3.8799098,-3.8700662,0.410195,-1.8999306,4.513963,2.2212293,4.2499533,4.776731,0.24000527,1.7605996,-3.6871295,-2.484422,102842-3-0-1.wav
0.41569564,0.6316703,0.27762815,5.0329933,0.1506635,1980.284385195741,2638.021065304678,20.957736139271244,2.434597e-05,4896.338315217391,0.035519984148550725,0.2649196586957861,(0.4012785851955414+0.0012489556102082133j),-167.73627,175.2473,-29.103611,66.42718,-17.055182,17.063526,9.447555,-12.440833,13.019751,-20.48359,6.674341,-3.2967024,-2.8697014,9.264518,-8.35358,11.238038,0.7344603,9.964614,12.986079,0.7674575,10.482889,-4.77024,1.005129,-2.4938686,-5.4728723,1.9855237,-8.683409,-0.11129425,-6.526734,-6.100412,-1.1840663,-5.2574925,5.63154,-0.2522998,2.5304186,1.7962475,-3.3123777,1.4964398,-5.1839757,-0.11042874,102842-3-1-0.wav
0.46794882,0.6743692,0.2766621,2.220263,0.09033968,2484.770707960639,2881.952293492492,20.70648794850591,1.938484e-05,6084.971127717391,0.04951030344202899,0.249860615995356,(0.4120559096336365-0.0027101412415504456j),-186.97623,144.7549,-26.540382,57.31526,-10.751653,16.504814,9.876118,-8.5829735,15.015371,-12.287557,8.292003,-0.7987676,-1.4043822,9.052525,-4.5907483,11.625714,1.7597027,8.056524,11.265152,1.9491036,9.118349,-4.969003,-0.093431145,-2.4853148,-5.3303394,1.6043881,-7.129646,-0.6930573,-6.068223,-5.20282,0.4765988,-2.374672,6.599273,1.603815,3.5847042,3.2238836,-1.5553166,2.3089826,-3.8992255,-0.9096395,102842-3-1-5.wav
0.48188594,0.6998551,0.27949113,1.7360567,0.07672429,2595.9409727972534,2916.220414742207,20.615102526969093,6.582863e-05,6260.607167119565,0.05277258831521739,0.2522488671829448,(0.4121294319629669+0.003946070093661547j),-200.66911,140.86717,-28.660625,56.848522,-10.960394,16.393593,10.637585,-7.235891,16.523842,-11.198204,8.503213,-0.6172198,-0.7542139,9.412338,-4.8633513,11.6675005,2.4933484,8.447827,10.738143,0.9512691,8.388262,-5.3499594,-0.35981128,-2.3902307,-4.9806833,1.6911669,-7.682918,-1.5131164,-6.5703535,-5.4280133,0.4341659,-2.7437131,5.911446,1.3496404,3.8009934,3.8878276,-0.629576,2.9168527,-3.9783926,-1.1382358,102842-3-1-6.wav
0.6256077,0.6610681,0.27738,6.6949077,0.2041841,2827.7501011272743,2557.075893200801,20.340678075593996,6.7370715e-06,5705.549847146739,0.0928031589673913,0.20850313161613374,(0.4705720543861389+0.0013985919067636132j),-83.475945,209.15198,-104.08273,89.63272,-38.737976,7.0707717,11.252638,-18.649427,23.990988,-18.281765,15.863162,-8.103378,-5.6757703,12.298538,-14.658455,13.736996,-3.7383258,4.5595284,2.7712364,-10.772916,6.5093126,-11.899679,2.6008286,1.2069042,0.14985861,5.633333,-6.2170963,7.8207684,-6.966743,0.1661576,4.681377,-5.8421226,5.9459677,-8.747169,1.7040753,4.189406,-3.3660727,3.3602958,-6.3678837,2.4437144,103074-7-0-0.wav
