chroma_stft,chroma_cqt,chroma_cens,melspectogram,rms,centroid,bandwidth,contrast,flatness,rolloff,crossing_rate,tempogram,fourier_tempogram,mcffs_1,mcffs_2,mcffs_3,mcffs_4,mcffs_5,mcffs_6,mcffs_7,mcffs_8,mcffs_9,mcffs_10,mcffs_11,mcffs_12,mcffs_13,mcffs_14,mcffs_15,mcffs_16,mcffs_17,mcffs_18,mcffs_19,mcffs_20,mcffs_21,mcffs_22,mcffs_23,mcffs_24,mcffs_25,mcffs_26,mcffs_27,mcffs_28,mcffs_29,mcffs_30,mcffs_31,mcffs_32,mcffs_33,mcffs_34,mcffs_35,mcffs_36,mcffs_37,mcffs_38,mcffs_39,mcffs_40,Label
0.50813824,0.6662515,0.2788192,0.78647745,0.10034779,4900.920913249648,2953.02822303975,21.372229139760933,4.6595193e-05,8526.212211277174,0.19707597373188407,0.2723266605893252,(0.42123186588287354+0.0025033194106072187j),-230.05255,98.52985,-67.914116,92.54759,-27.72312,14.582872,13.87454,-6.050498,22.626926,-8.135399,23.485838,-7.9438934,6.371136,13.940433,-16.19711,18.286184,-5.841379,0.4662679,7.6639605,-1.299423,8.123406,-6.2951193,11.170446,-3.94267,-2.1687071,9.413296,-11.176115,5.4966245,-2.687816,-1.4416252,3.1307907,-2.680714,6.40074,-5.40494,5.2201715,-0.4664681,-4.940798,6.341803,-6.4608483,3.1949813,101729-0-0-1.wav
0.43721056,0.61293656,0.277053,0.7400179,0.09632624,4285.2069586011685,2903.3395194887744,21.76678632995711,1.5352267e-05,7824.729110054348,0.15078125,0.24523443232746164,(0.4521341621875763+0.002030028961598873j),-278.0027,103.681564,-41.163353,83.66669,-21.792116,10.061369,15.5733185,-2.4906735,14.157705,-1.2344135,23.60476,-11.778938,9.376584,12.803656,-19.8214,16.622595,-2.8562632,-2.1930788,7.340522,2.3943698,5.8647304,-4.720028,12.237743,-5.655386,-2.1342,9.354318,-11.751643,4.360157,-1.1486883,-2.166904,1.0805393,-2.015165,6.44756,-4.3056674,6.101896,0.331894,-4.4795737,5.8418555,-6.768999,2.0540135,101729-0-0-11.wav
0.47706774,0.620618,0.2769668,0.7416136,0.097009264,4693.14915132247,2945.8411003516594,21.687074997109438,1.411244e-05,8363.371263586956,0.17727864583333333,0.26025168454352937,(0.4378319978713989-0.0021553824190050364j),-259.9104,98.75435,-53.559013,89.929695,-26.042578,12.721799,14.574695,-5.509717,18.415783,-5.2007117,23.309277,-9.913289,7.611706,13.071531,-18.547148,17.20215,-4.704102,-0.8488711,7.815718,0.8830614,7.6690025,-4.8887997,12.0195,-5.004804,-2.0685186,9.590714,-11.496841,5.2876353,-2.0086086,-2.1080472,1.9844652,-2.5086677,6.6153474,-4.748463,5.5047736,-0.46720174,-4.8505116,6.245768,-7.254181,2.131502,101729-0-0-12.wav
0.5183035,0.64479077,0.27673757,0.637078,0.08862074,4906.108613487781,2972.3850364637383,21.60222160232533,4.3832322e-05,8578.765709918478,0.19232903079710145,0.2681582945901134,(0.41720297932624817+0.00010327982454327866j),-249.98242,95.74658,-62.10676,92.84929,-26.859383,14.340877,14.074856,-7.3393316,21.568626,-7.6091413,22.447878,-7.140993,6.1684427,12.718379,-17.044975,16.850546,-5.375675,0.51082516,7.61461,-0.8192705,8.676381,-5.0592985,11.107352,-3.9397757,-2.1691246,8.894563,-11.390795,5.016656,-2.7652307,-1.7567436,2.695808,-2.986303,6.5095277,-4.6460724,5.1977983,-0.5941333,-5.132202,6.100532,-6.996015,2.0125692,101729-0-0-13.wav
0.53418076,0.6400249,0.27623188,0.54245275,0.07814876,4466.6075958187475,2973.5067826302243,21.398837454353444,1.6518903e-05,8123.073199728261,0.1610153419384058,0.2619984435527234,(0.4191962778568268+0.0012507897336035967j),-267.98416,99.75662,-51.01199,86.41335,-22.086634,12.418722,14.988737,-4.876929,19.060997,-4.377566,22.087233,-7.0378127,5.9031196,12.176946,-16.236223,15.76646,-3.353355,-0.35815474,7.043755,0.4969506,7.6837792,-5.0841675,9.916029,-3.5064125,-2.19779,8.373064,-10.878298,3.249693,-2.235339,-1.9290993,1.933884,-2.350351,5.8962855,-4.1934547,5.10336,0.119745776,-4.759763,5.302653,-6.149981,1.539609,101729-0-0-14.wav
0.48441258,0.6329526,0.27261934,0.6026199,0.08071037,3744.984087109725,2837.2737676301713,21.532519671766895,9.320863e-06,6977.194718070652,0.12256991621376812,0.2498381939264614,(0.4365835189819336-0.0006126116495579481j),-295.78085,111.75779,-32.83929,76.00694,-17.828108,8.678095,16.201015,-1.8861421,12.9665785,2.013535,22.511026,-10.561269,7.730858,12.711998,-17.152157,14.395314,-1.2463031,-3.0781384,6.1433673,4.145275,5.687213,-4.500624,11.493755,-4.446293,-2.6169968,8.96465,-10.363757,1.7712961,-1.625087,-2.9006703,-0.09761591,-1.3359057,5.786792,-4.2700324,4.802807,-0.24058011,-4.793659,4.9604135,-5.508554,1.9255445,101729-0-0-16.wav
0.5076145,0.566898,0.27236477,0.5371909,0.07369546,3639.460986502968,2843.6584777370836,21.307125007451805,1.2933375e-05,6941.680536684783,0.11247310914855073,0.2463751122320722,(0.4383871555328369+0.003650270402431488j),-300.68134,112.53305,-32.110992,73.933624,-16.916254,9.890549,15.387836,-2.7464793,13.594247,1.8498836,22.143738,-9.406423,7.001817,12.423801,-16.487814,13.732326,-0.8463407,-2.2350433,6.1188164,3.245052,5.708405,-4.0833116,10.339732,-4.0553737,-2.0749373,8.085387,-10.044945,2.4254644,-1.3930291,-2.6691816,0.26887774,-1.3815266,5.843833,-3.708904,4.5480347,-0.04363652,-4.3183246,4.897574,-5.161425,1.9825369,101729-0-0-17.wav
0.4920306,0.6072829,0.2735876,0.58008987,0.07800237,3650.8768384962586,2805.0617154557217,21.383292627773756,1.1449844e-05,6776.15574048913,0.11645861639492754,0.24121608258667152,(0.44437068700790405-9.627926192479208e-05j),-302.69464,112.51515,-31.105207,72.30591,-17.0454,9.312951,16.02676,-2.130551,11.134076,2.402771,23.608618,-10.006717,8.361035,13.093896,-17.429592,14.136021,-0.2782775,-3.1148417,5.611749,3.761474,4.440164,-5.114051,11.013062,-4.5758576,-2.097421,9.188868,-9.855153,2.588938,-0.38112044,-2.0630066,-0.16651371,-1.1691899,6.339452,-3.833662,5.0306087,0.3882383,-4.544604,4.8652434,-5.112005,1.6592517,101729-0-0-18.wav
0.47384262,0.5914216,0.27101344,0.5692418,0.07772933,3642.3241426905106,2793.877501275536,21.62974379973288,7.791435e-05,6637.032523777174,0.11906136775362319,0.2368071293468993,(0.44088855385780334+0.0024084760807454586j),-303.04745,113.47923,-31.066832,71.92858,-16.320213,8.665735,16.31903,-1.2106792,9.761906,2.6910174,24.167444,-11.420164,7.906427,12.968165,-17.893728,14.310924,0.3006015,-2.9460528,5.72982,4.763713,4.388338,-6.02623,11.881768,-4.03152,-2.824093,9.366229,-9.886004,1.9561654,-0.24222045,-1.9427621,-0.5943925,-1.0371017,6.8472295,-4.140163,5.184532,1.2474672,-4.841287,4.555013,-4.808515,1.5352689,101729-0-0-19.wav
0.49609292,0.6197182,0.27624655,0.4986107,0.07133316,3515.1393632869385,2799.0090965938366,21.582463742271013,6.791438e-05,6556.454653532609,0.11279862998188406,0.24349843141683314,(0.43094947934150696+0.0007310981745831668j),-306.98456,114.55665,-28.435083,69.046745,-15.502562,7.9015284,15.12956,-0.91845196,10.581484,2.4503381,22.28532,-10.844236,7.405493,12.040005,-17.481565,13.519297,0.49941608,-2.329895,6.079415,5.184544,5.218522,-5.370012,11.294288,-3.4557753,-2.547842,8.888446,-9.461981,2.1518612,-0.098511994,-2.1500235,-0.3696309,-0.93300897,6.2262163,-3.8705022,5.0023856,1.0251234,-4.3740325,4.7950363,-4.5360527,1.5886756,101729-0-0-21.wav
